City,Region,Country,Latitude,Longitude
Cochesett,MA,us,42.0166667,-71.0388889
East Marion,MA,us,41.7125000,-70.7458333
West Leominster,MA,us,42.5444444,-71.7638889
Northville,MA,us,42.0602778,-70.9277778
Wenham,MA,us,42.6041667,-70.8916667
Sterling Camp Grounds,MA,us,42.4069444,-71.7625000
Marsh Corner,MA,us,42.7277778,-71.2319444
Bayside Beach,MA,us,41.8666667,-70.5322222
Camp Wampatuck,MA,us,42.0638889,-70.8630556
Stevens Corner,MA,us,42.3994444,-73.3316667
Head of Westport,MA,us,41.6208333,-71.0625000
Chaffinville,MA,us,42.3361111,-71.8333333
Camp Norse,MA,us,41.9366667,-70.7458333
Easton Center,MA,us,42.0361111,-71.0972222
Lunenburg Station,MA,us,42.5361111,-71.7041667
Mishawum,MA,us,42.5025000,-71.1416667
Greenlodge,MA,us,42.2222222,-71.1597222
Cordage,MA,us,41.9791667,-70.6916667
Beaver Brook Station,MA,us,42.3791667,-71.2208333
Hayward Corner,MA,us,42.6483333,-71.4522222
Rowe,MA,us,42.6933333,-72.9000000
Bedford,MA,us,42.4905556,-71.2766667
Wachusett,MA,us,42.5388889,-71.8711111
Jabez Corner,MA,us,41.9458333,-70.6466667
Lanesville,MA,us,42.6777778,-70.6597222
Wilmington,MA,us,42.5463889,-71.1741667
South Village,MA,us,42.6666667,-71.8250000
Clarendon Hills,MA,us,42.2750000,-71.1250000
West Tisbury,MA,us,41.3811111,-70.6750000
Orchard Hills Estates,MA,us,42.1072222,-71.8372222
East Fairhaven,MA,us,41.6486111,-70.8616667
Belmont Hill,MA,us,42.2708333,-71.7972222
Norwich Bridge,MA,us,42.2480556,-72.8694444
South Bolton,MA,us,42.3966667,-71.6055556
Housatonic,MA,us,42.2541667,-73.3666667
Camp Barton,MA,us,42.1541667,-71.8958333
Magnolia,MA,us,42.5736111,-70.7111111
Scituate Station,MA,us,42.1930556,-70.7416667
Berkshire,MA,us,42.5125000,-73.1933333
Cox Corner,MA,us,42.0588889,-70.6916667
Loudville,MA,us,42.2875000,-72.7380556
Dawson,MA,us,42.3397222,-71.8513889
Gray Gables,MA,us,41.7333333,-70.6208333
Charles River Village,MA,us,42.2605556,-71.2616667
Lands End,MA,us,42.6402778,-70.6000000
Beverly Cove,MA,us,42.5533333,-70.8541667
West Parish,MA,us,42.7875000,-71.1400000
Cedarville,MA,us,41.8102778,-70.5558333
Four Corners,MA,us,42.1858333,-72.3486111
The Patten,MA,us,42.6247222,-72.7091667
North Agawam,MA,us,42.0977778,-72.6361111
Katama,MA,us,41.3583333,-70.5075000
Sunnyside,MA,us,42.0625000,-71.8861111
North Pembroke,MA,us,42.0930556,-70.7930556
Monomoy,MA,us,41.2777778,-70.0816667
Drumlin Farms,MA,us,42.0783333,-70.9041667
Clifton,MA,us,42.4833333,-70.8805556
West Berlin,MA,us,42.3880556,-71.6611111
Ward Corner,MA,us,42.5783333,-71.3963889
Brooks Village,MA,us,42.5625000,-72.1077778
Coskata,MA,us,41.3541667,-70.0208333
Neponset,MA,us,42.2861111,-71.0458333
Cranes Station,MA,us,41.9519444,-71.1466667
Rockville,MA,us,42.1405556,-71.3597222
Gill,MA,us,42.6402778,-72.5000000
East Sandwich,MA,us,41.7416667,-70.4522222
East Billerica,MA,us,42.5813889,-71.2375000
Menemsha,MA,us,41.3516667,-70.7647222
Bourne,MA,us,41.7411111,-70.5994444
Colton Hollow,MA,us,42.1097222,-72.3541667
Swampscott,MA,us,42.4708333,-70.9180556
Morseville,MA,us,42.2583333,-71.3416667
Lyonsville,MA,us,42.6722222,-72.7158333
Springfield Hill,MA,us,42.1216667,-72.7111111
Rocky Hill,MA,us,42.1522222,-71.4877778
Farmersville,MA,us,41.6902778,-70.4441667
Ruralville,MA,us,42.3900000,-71.8766667
Old Cambridge,MA,us,42.3777778,-71.1166667
Otter River,MA,us,42.5977778,-72.0513889
Hopedale,MA,us,42.1305556,-71.5416667
Monomoscoy Island,MA,us,41.5697222,-70.5055556
Shirley,MA,us,42.5436111,-71.6500000
Grove Hall,MA,us,42.3111111,-71.0750000
City Mills,MA,us,42.1083333,-71.3550000
Prides Crossing,MA,us,42.5597222,-70.8250000
East Farms,MA,us,42.1861111,-72.7486111
Upper Hill,MA,us,42.1097222,-72.5541667
South Lowell,MA,us,42.6194444,-71.2875000
Provincetown,MA,us,42.0583333,-70.1791667
West New Boston,MA,us,42.1019444,-73.0958333
Manomet Beach,MA,us,41.8922222,-70.5347222
Camp Meadowlark,MA,us,42.2069444,-73.2111111
Middleton Colony,MA,us,42.5902778,-70.9930556
Wapping,MA,us,42.5250000,-72.6083333
Cardinal Heights,MA,us,42.0611111,-71.9319444
Briarwood Beach,MA,us,41.7375000,-70.7416667
Red Bridge,MA,us,42.1750000,-72.4108333
Winsegansett Heights,MA,us,41.5972222,-70.8630556
Newstead Montegrade,MA,us,42.3111111,-71.0958333
Woburn,MA,us,42.4791667,-71.1527778
White City,MA,us,42.1202778,-71.5416667
Wessonville,MA,us,42.2861111,-71.6272222
East Carver,MA,us,41.9272222,-70.7513889
Leino Park,MA,us,42.5250000,-71.8777778
Prospect Hill,MA,us,41.9438889,-70.8236111
Pine Haven,MA,us,41.7902778,-70.9522222
Burlington,MA,us,42.5047222,-71.1961111
Brittan Square,MA,us,42.2861111,-71.7875000
South Hawley,MA,us,42.5463889,-72.9050000
Summer Heights,MA,us,42.1791667,-71.1472222
North Chatham,MA,us,41.7013889,-69.9541667
Fort Standish,MA,us,41.9972222,-70.6291667
Brookfield Mobile Home Park,MA,us,42.1708333,-72.1305556
