City,Region,Country,Latitude,Longitude
Academy Park,AL,us,33.2000000,-87.1566667
Academy Park,VA,us,36.8055556,-76.3511111
Acampo,TX,us,32.7127778,-99.4433333
Acapesket,MA,us,41.5500000,-70.5763889
Acca,VA,us,37.5783333,-77.4702778
Accent Mobile Home Parks,NE,us,41.0166667,-95.9069444
Access,KY,us,38.2091667,-83.0711111
Accomac,VA,us,37.7194444,-75.6658333
Accotink,VA,us,38.7083333,-77.1597222
Ace Mobile Home Park,GA,us,33.5605556,-84.2663889
Achan,FL,us,27.8591667,-81.9686111
Achash,VA,us,38.3319444,-78.1655556
Achenbach,CT,us,41.5872222,-72.7075000
Achi,AZ,us,32.3444444,-112.0141667
Achilles,VA,us,37.2800000,-76.4405556
Achord,GA,us,32.1061111,-82.9688889
Acipcoville,AL,us,33.5561111,-86.8430556
Ackerson,NJ,us,41.0822222,-74.6683333
Ackerville,WI,us,43.3100000,-88.2580556
Ackley,IA,us,42.5541667,-93.0530556
Ackors Corner,NJ,us,40.3347222,-74.8494444
Acline,FL,us,26.8847222,-82.0152778
Acme,MI,us,44.7719444,-85.5013889
Acme,NM,us,33.5922222,-104.3280556
Acme,NC,us,34.3255556,-78.2050000
Acme,OH,us,41.0247222,-81.7963889
Acme,OR,us,43.9800000,-124.0597222
Acme,WA,us,48.7172222,-122.2038889
Acme,WV,us,38.0366667,-81.4558333
Acme Mill,TN,us,35.5500000,-84.5683333
Acoma Village,NM,us,34.8986111,-107.5863889
Acorn,CA,us,34.6527778,-120.4922222
Acorn Hill,NC,us,36.4425000,-76.5480556
Acorn Pond,GA,us,31.8102778,-83.8552778
Acorn Terrace,MA,us,42.0944444,-71.3722222
Acorn Tree,GA,us,33.9577778,-84.7927778
Acors Corner,VA,us,38.0900000,-77.3263889
Acosta,PA,us,40.1102778,-79.0691667
Acresville,MD,us,39.1777778,-76.6116667
Actis,CA,us,34.9586111,-118.1477778
Acton,CA,us,34.4700000,-118.1958333
Acton,MA,us,42.4850000,-71.4333333
Acton,NJ,us,39.5841667,-75.4136111
Acup,WV,us,38.3619444,-81.3422222
Acushnet,MA,us,41.6805556,-70.9083333
Acworth,NH,us,43.2177778,-72.2925000
Acy,LA,us,30.2186111,-90.8202778
Ada,AL,us,32.1052778,-86.2763889
Ada,KS,us,39.1513889,-97.8888889
Ada,MI,us,42.9541667,-85.4888889
Ada,MN,us,47.2997222,-96.5150000
Ada,OH,us,40.7694444,-83.8227778
Ada,WI,us,43.8769444,-87.8955556
Adair,ID,us,47.3422222,-115.6111111
Adair,IA,us,41.5005556,-94.6433333
Adair,KY,us,37.9505556,-86.8266667
Adair,MI,us,42.7980556,-82.6338889
Adair,MO,us,40.2522222,-92.3763889
Adair,TN,us,35.7141667,-88.9608333
Adak,AK,us,51.8800000,-176.6580556
Adam Ford,MO,us,37.6283333,-92.3286111
Adams,CA,us,38.8563889,-122.7186111
Adams,KY,us,38.0544444,-82.7077778
Adams,MA,us,42.6241667,-73.1180556
Adams,NE,us,40.4594444,-96.5097222
Adams,NJ,us,40.4508333,-74.4936111
Adams,OK,us,36.7563889,-101.0766667
Adams,OR,us,45.7675000,-118.5613889
Adams,PA,us,40.9411111,-79.6425000
Adams,TN,us,36.5822222,-87.0655556
Adams Beach,WI,us,44.6861111,-88.6680556
Adams Center,NY,us,43.8600000,-76.0058333
Adams Chance,MD,us,39.5758333,-76.8819444
Adams Corner,NY,us,42.4266667,-75.7286111
Adams Corners,NY,us,41.3533333,-73.8400000
Adams Cove,NY,us,44.0063889,-76.1588889
Adams Crossing,SC,us,34.6522222,-82.8663889
Adams Crossroads,DE,us,38.7972222,-75.7016667
Adams Grove,TN,us,36.1072222,-86.2655556
Adams Grove,VA,us,36.6930556,-77.3855556
Adams Landing,MS,us,32.5702778,-90.7266667
Adams Park,MI,us,42.1538889,-85.4727778
Adams Park,UT,us,40.6355556,-111.8555556
Adams Trailer Park,NH,us,42.9033333,-70.8641667
Adamsboro,IN,us,40.7844444,-86.2669444
Adamsburg,PA,us,40.3116667,-79.6563889
Adamsburg,SC,us,34.7911111,-81.5430556
Adamson,GA,us,33.2677778,-85.2322222
Adamson,OK,us,34.9238889,-95.5469444
Adamstown,PA,us,40.2411111,-76.0566667
Adamsville,AZ,us,33.0127778,-111.4413889
Adamsville,GA,us,33.7591667,-84.5052778
Adamsville,MI,us,41.7852778,-85.9938889
Adamsville,NC,us,35.3708333,-77.9536111
Adamsville,OH,us,40.0697222,-81.8825000
Adamsville,UT,us,38.2583333,-112.7930556
Adaza,IA,us,42.1952778,-94.4941667
Addick Estates,DE,us,39.8027778,-75.4500000
Addicks,TX,us,29.7822222,-95.6422222
Addie,MS,us,32.9872222,-91.0758333
Addielou,TX,us,33.8147222,-95.2163889
Addington,OK,us,34.2444444,-97.9666667
Addison,CT,us,41.7183333,-72.5772222
Addison,MI,us,41.9863889,-84.3472222
Addison,PA,us,39.7472222,-79.3394444
Addison,VT,us,44.0886111,-73.3030556
Adel,GA,us,31.1369444,-83.4236111
Adel,OR,us,42.1775000,-119.8975000
Adela,CA,us,37.7886111,-120.8622222
Adelaida,CA,us,35.6455556,-120.8725000
Adelaide,GA,us,31.2666667,-84.1486111
Adelaide,ID,us,42.8072222,-113.7211111
Adelaide,PA,us,40.0433333,-79.6241667
Adelaide,WA,us,47.6500000,-122.0875000
Adelanto,CA,us,34.5827778,-117.4083333
Adele,PA,us,39.9772222,-75.3338889
Adelina,MD,us,38.4805556,-76.6216667
Adeline,IL,us,42.1433333,-89.4902778
Adell,TX,us,32.8844444,-97.9219444
Adelle,MS,us,32.5055556,-90.4055556
Adelphi Park,MD,us,38.9863889,-76.9683333
Aden,IL,us,38.2416667,-88.4583333
Aden,NY,us,41.8605556,-74.6736111
Aden,VA,us,38.6550000,-77.5375000
Aderew,FM,us,6.9358333,158.2750000
Adirondack,NY,us,43.7638889,-73.7588889
Adits Mill,NV,us,39.2275000,-117.1355556
Adlai,WV,us,39.3377778,-81.0633333
Adley,NC,us,36.1336111,-81.2125000
Admiral Trailer Park,AZ,us,33.4508333,-111.9916667
Admiralty Village,ME,us,43.0925000,-70.7302778
Admire,KS,us,38.6411111,-96.1027778
Adna,WA,us,46.6291667,-123.0600000
Adobe Corner,CA,us,37.4261111,-122.2652778
Adohro,FM,us,6.8186111,158.1822222
Adolph,WV,us,38.7444444,-80.0458333
Adolphus,KY,us,36.6516667,-86.2613889
Adona,AR,us,35.0380556,-92.8977778
Adonijah,WV,us,38.3338889,-81.1947222
Adonis,WV,us,39.5055556,-80.9869444
Adria,VA,us,37.1686111,-81.5461111
Adrian,IL,us,40.5208333,-91.1669444
Adrian,MI,us,41.8975000,-84.0372222
Adrian,OR,us,43.7408333,-117.0708333
Adrian,SC,us,33.9466667,-79.0177778
Adrian,VI,us,18.3433333,-64.7688889
Adrian,WA,us,47.3911111,-119.9163889
Adrian,WV,us,38.9052778,-80.2758333
Advance,CA,us,36.5158333,-118.9016667
Advance,OH,us,41.6405556,-84.1127778
Adventura,FL,us,25.9650000,-80.1430556
Advocate Hill Farms,MD,us,39.5994444,-76.4613889
Advocates Choice,MD,us,39.6416667,-76.9833333
Ady,MD,us,39.6386111,-76.3330556
Ady,TX,us,35.4855556,-102.1319444
Ady Estates,MD,us,39.6677778,-76.3541667
Adyeville,IN,us,38.1908333,-86.7694444
Aeiker Ford,MO,us,38.3788889,-91.0727778
Aen,MH,us,5.9166667,172.1333333
Aeneas,WA,us,48.5475000,-118.9775000
Aero Acres,MD,us,39.3322222,-76.4533333
Aero Vista,TX,us,31.8241667,-106.3880556
Aethra,TN,us,35.5611111,-87.3241667
Aetna,MI,us,43.5677778,-85.9208333
Aetna Springs,CA,us,38.6536111,-122.4816667
Aetnaville,KY,us,37.6727778,-86.7905556
Afao,AS,us,-14.3366667,-170.7991667
Afeman,LA,us,31.1025000,-92.8183333
Afetna,MP,us,15.1269444,145.6927778
Afognak,AK,us,58.0077778,-152.7680556
Afolkey,IL,us,42.4325000,-89.5744444
Afredton,VA,us,37.1305556,-81.7833333
Africa,IN,us,37.8402778,-87.0727778
Africa,OH,us,40.1822222,-82.9572222
Afton,CA,us,39.4200000,-121.9652778
Afton,DE,us,39.8269444,-75.4811111
Afton,MI,us,45.3738889,-84.4966667
Afton,MN,us,44.9027778,-92.7833333
Afton,NJ,us,40.7725000,-74.3900000
Afton,OH,us,39.0613889,-84.1002778
Afton,OK,us,36.6936111,-94.9627778
Afton,TX,us,33.7627778,-100.8163889
Afton,WY,us,42.7250000,-110.9311111
Afulei,AS,us,-14.2800000,-170.6238889
Agafo Gumas,GU,us,13.5816667,144.8761111
Agamenticus Station,ME,us,43.2438889,-70.7755556
Agar,SD,us,44.8383333,-100.0741667
Agat,GU,us,13.3813889,144.6547222
Agate,UT,us,39.0150000,-109.2430556
Agate,WA,us,47.2136111,-123.0111111
Agate Beach,OR,us,44.6775000,-124.0605556
Agatha,ID,us,46.5108333,-116.5758333
Agawam,MA,us,42.0694444,-72.6152778
Agawam,MT,us,48.0000000,-112.1666667
Agee,TN,us,36.3000000,-84.0333333
Agency,IA,us,40.9950000,-92.3066667
Agency,MO,us,39.6447222,-94.7397222
Agency,MT,us,47.3280556,-114.2925000
Agenda,KS,us,39.7077778,-97.4313889
Ager,CA,us,41.8663889,-122.4594444
Aggies Acres,NE,us,41.8672222,-99.2672222
Agner,MD,us,38.7555556,-75.7897222
Agnes,TX,us,32.9791667,-97.7883333
Agnew,IL,us,41.7866667,-89.8000000
Agnew,MI,us,42.9650000,-86.1766667
Agnewville,VA,us,38.6691667,-77.2861111
Agra,CA,us,33.3333333,-117.4991667
Agra,KS,us,39.7616667,-99.1188889
Agricola,AL,us,32.7683333,-85.7386111
Agricola,MS,us,30.8075000,-88.5200000
Agua Caliente,AZ,us,32.9852778,-113.3236111
Agua Caliente,CA,us,38.3241667,-122.4869444
Agua Fria,AZ,us,33.6055556,-112.3138889
Agua Nueva,TX,us,26.9013889,-98.6000000
Aguacate,PR,us,18.5041667,-67.1061111
Aguas Claras,PR,us,18.2547222,-65.6538889
Aguas Saladas Blancas,PR,us,18.0330556,-66.4966667
Agudo,NM,us,34.4052778,-104.3030556
Aguila,AZ,us,33.9427778,-113.1733333
Ahern,IL,us,41.1541667,-87.6047222
Ahles,MT,us,46.4788889,-107.1638889
Aholt,MO,us,39.2644444,-92.9047222
Ahrensville,PA,us,41.4544444,-79.6458333
Ahuimanu,HI,us,21.4447222,-157.8377778
Ahwahnee Estates,CA,us,37.3708333,-119.7027778
Ai,OH,us,41.6280556,-83.9352778
Aid,MO,us,36.8769444,-90.0411111
Aiken,MS,us,34.6308333,-89.7397222
Aikin Grove,TX,us,33.5555556,-95.0483333
Aims,OR,us,45.4508333,-122.2066667
Aimwell,LA,us,31.7833333,-91.9933333
Ainapo,HI,us,19.3591667,-155.4241667
Ainger,MI,us,42.4827778,-84.9344444
Ainsworth,IA,us,41.2888889,-91.5522222
Ainsworth,TX,us,30.3138889,-95.0305556
Air Base Acres,WY,us,42.8822222,-106.4405556
Airai,PW,us,7.3575000,134.5577778
Airek,MH,us,7.2666667,168.8333333
Airey,MD,us,38.5227778,-75.9930556
Airlee Court,VA,us,37.3183333,-79.9541667
Airline Park Estates,LA,us,32.5797222,-93.7130556
Airmont,NY,us,41.1008333,-74.1166667
Airmont Acres,DE,us,39.5311111,-75.6744444
Airport Drive,MO,us,37.1425000,-94.5105556
Airport Gardens,KY,us,37.2869444,-83.2030556
Airport Road,WY,us,43.9933333,-107.9486111
Airport Village,HI,us,20.8222222,-156.4541667
Airport Village,ME,us,43.4700000,-70.4841667
Airville,PA,us,39.8322222,-76.4066667
Airydale,PA,us,40.4844444,-77.8677778
Aix,IN,us,41.0413889,-87.1513889
Ajax,LA,us,31.8763889,-93.3897222
Ak Chin,AZ,us,32.2875000,-112.0083333
Ak Komelik,AZ,us,31.7177778,-112.2005556
Ak-Chin Village,AZ,us,33.0283333,-112.0869444
Akaska,SD,us,45.3325000,-100.1202778
Akela,NM,us,32.2458333,-107.4050000
Akers Acres,MD,us,39.4452778,-77.4777778
Akersville,PA,us,39.9783333,-78.1980556
Akiachak,AK,us,60.9094444,-161.4313889
Akiak,AK,us,60.9122222,-161.2138889
Akin,CO,us,39.2547222,-108.2625000
Akin,GA,us,31.4558333,-81.7044444
Akins,OK,us,35.5069444,-94.6905556
Akins Chapel,TN,us,35.7888889,-88.0866667
Akinsville,AL,us,31.6355556,-85.6111111
Akolea Plantation Estates,HI,us,19.7033333,-155.1344444
Akridge,GA,us,30.9830556,-84.1605556
Akron,CO,us,40.1605556,-103.2138889
Akron,IA,us,42.8288889,-96.5591667
Akron,MS,us,32.7408333,-88.5247222
Akron,MO,us,40.5194444,-93.8172222
Akron,NE,us,41.7413889,-98.2419444
Akron,OH,us,41.0813889,-81.5191667
Aksarben Mobile Home Park,NE,us,41.2361111,-96.0111111
Akulurak,AK,us,60.2775000,-162.4413889
Akumsuk,AK,us,62.7230556,-164.4722222
Akupu,HI,us,21.3941667,-158.1030556
Akutan,AK,us,54.1355556,-165.7730556
Al Bar Meadows,OH,us,39.1680556,-84.3688889
Al Tahoe,CA,us,38.9419444,-119.9825000
Alabam,AR,us,36.1525000,-93.6811111
Alabama Hill,CA,us,38.3550000,-120.5908333
Alabama Shores,AL,us,34.7963889,-87.5525000
Alabaster,AL,us,33.2441667,-86.8163889
Alabaster Junction,MI,us,44.2458333,-83.5636111
Aladdin,PA,us,40.6916667,-79.6569444
Aladdin Village Trailer Park,MD,us,39.1744444,-76.7836111
Alaga,AL,us,31.1261111,-85.0725000
Alameda,FL,us,25.7630556,-80.2977778
Alamillo,NM,us,34.2547222,-106.9155556
Alamo,AR,us,34.4738889,-93.4686111
Alamo,CA,us,37.8502778,-122.0311111
Alamo,CO,us,37.6555556,-104.9580556
Alamo,GA,us,32.1469444,-82.7780556
Alamo,IN,us,39.9819444,-87.0572222
Alamo Alto,TX,us,31.4050000,-106.0233333
Alamo Heights,TX,us,29.4847222,-98.4655556
Alamo Oaks,CA,us,37.8394444,-121.9919444
Alamo Village,TX,us,29.4277778,-100.3947222
Alamogordo,NM,us,32.8994444,-105.9597222
Alamosa,CO,us,37.4694444,-105.8694444
Alamota,KS,us,38.4611111,-100.3097222
Alandale,IL,us,38.9388889,-90.2291667
Alao,AS,us,-14.2675000,-170.5636111
Alapaha,GA,us,31.3850000,-83.2230556
Alapocas,DE,us,39.7708333,-75.5597222
Alarka,NC,us,35.3530556,-83.4455556
Alaska,IN,us,39.4702778,-86.6413889
Alaska,NM,us,35.0527778,-107.5955556
Alaska,PA,us,41.1775000,-79.0961111
Alazan,TX,us,31.5830556,-94.7858333
Alazon,NV,us,41.1336111,-115.0291667
Alba,MO,us,37.2383333,-94.4172222
Alban Park,DE,us,39.7291667,-75.5750000
Albany,IA,us,42.8658333,-91.7586111
Albany,LA,us,30.5041667,-90.5822222
Albany,MN,us,45.6300000,-94.5697222
Albany,NH,us,43.9577778,-71.1680556
Albany,OH,us,39.2275000,-82.2025000
Albany,OR,us,44.6366667,-123.1047222
Albany,TN,us,36.2419444,-82.9111111
Albany,WI,us,42.7077778,-89.4369444
Albany,WY,us,41.1841667,-106.1313889
Albany Junction,MO,us,40.2269444,-94.3688889
Alberene,VA,us,37.8863889,-78.6166667
Albers,IL,us,38.5433333,-89.6122222
Albert,KS,us,38.4527778,-99.0111111
Albert,OK,us,35.2327778,-98.4111111
Albert,PA,us,41.1202778,-75.9313889
Albert City,IA,us,42.7819444,-94.9483333
Alberta,AL,us,32.2319444,-87.4100000
Alberta,KY,us,38.4000000,-84.4741667
Alberta Heights,MD,us,39.1513889,-76.6680556
Alberton,AL,us,31.2777778,-86.1258333
Alberton,TN,us,35.6997222,-88.3163889
Alberts Landing,NY,us,41.0033333,-72.1200000
Albertson,NC,us,35.1141667,-77.8191667
Albertsons Center,UT,us,41.2300000,-111.9452778
Albertville,AL,us,34.2675000,-86.2088889
Albertville,WI,us,44.9600000,-91.6002778
Albin,VA,us,39.2216667,-78.1988889
Albion,DE,us,39.7138889,-75.6625000
Albion,IL,us,38.3775000,-88.0561111
Albion,IN,us,41.3955556,-85.4244444
Albion,MI,us,42.2430556,-84.7530556
Albion,NJ,us,39.7786111,-74.9552778
Albion,RI,us,41.9511111,-71.4550000
Albion,TX,us,33.8588889,-95.0305556
Albion,WA,us,46.7911111,-117.2494444
Albion,WI,us,42.8794444,-89.0697222
Albion Alps,UT,us,40.5805556,-111.6177778
Albion Center,NY,us,43.4886111,-76.0419444
Alborn,MN,us,46.9730556,-92.5758333
Albright,WV,us,39.4938889,-79.6430556
Albuquerque,NM,us,35.0844444,-106.6505556
Alburg,NY,us,44.7772222,-74.5819444
Alburtis,PA,us,40.5108333,-75.6033333
Alcalde,NM,us,36.0888889,-106.0530556
Alcatraz,NM,us,36.7563889,-107.7563889
Alcester,SD,us,43.0213889,-96.6305556
Alco,TX,us,31.3519444,-94.5702778
Alcoma,FL,us,27.8947222,-81.4825000
Alcona,MI,us,44.7600000,-83.2977778
Alcorns,GA,us,32.4094444,-83.1102778
Alcova,WY,us,42.5522222,-106.7158333
Alcova Po,WY,us,42.5600000,-106.7227778
Alcove,NY,us,42.4686111,-73.9261111
Alcove Spring,KS,us,39.7608333,-96.6777778
Alcovy Forest,GA,us,33.9611111,-83.9161111
Alcovy Mobile Home Park,GA,us,33.5527778,-83.8458333
Alcovy Shores,GA,us,33.3894444,-83.8327778
Aldan,PA,us,39.9213889,-75.2883333
Alden,IL,us,42.4588889,-88.5177778
Alden,IA,us,42.5202778,-93.3758333
Alden,MI,us,44.8811111,-85.2755556
Alden,MN,us,43.6702778,-93.5758333
Alden,OK,us,34.9752778,-98.5850000
Alden Center,NY,us,42.9111111,-78.5236111
Aldens,MS,us,34.9333333,-90.0247222
Aldenville,MA,us,42.1727778,-72.5986111
Alder,MI,us,46.7894444,-87.6972222
Alder,MN,us,47.5616667,-93.7036111
Alder,TN,us,36.3475000,-83.9900000
Alder Branch,TN,us,35.9216667,-83.5550000
Alder Brook,NY,us,44.5133333,-73.9438889
Alder Creek,ID,us,47.2227778,-116.6066667
Alder Creek,NY,us,43.4233333,-75.2283333
Alderene Park,FL,us,28.8111111,-81.3658333
Alderglen Springs,CA,us,38.8352778,-123.0516667
Alderley,WI,us,43.2175000,-88.4497222
Alderman,FL,us,28.4902778,-82.1652778
Alderpoint,CA,us,40.1763889,-123.6105556
Alderson,WV,us,37.7258333,-80.6422222
Alderton,WA,us,47.1697222,-122.2280556
Aldie,VA,us,38.9755556,-77.6416667
Aldine,TX,us,29.9322222,-95.3800000
Aldrich,MO,us,37.5475000,-93.5544444
Aldrich,NY,us,44.1486111,-75.1116667
Aldrich Mills,MA,us,42.2819444,-72.5383333
Aldridge,IL,us,37.5583333,-89.4700000
Aldridge,MS,us,33.3619444,-90.9097222
Aldridge,WV,us,39.3011111,-77.9227778
Aledo,IL,us,41.1997222,-90.7491667
Aledo,OK,us,35.8272222,-99.1238889
Aledo,TX,us,32.6958333,-97.6019444
Alega,AS,us,-14.2852778,-170.6375000
Alegre Vista,UT,us,40.5944444,-111.8741667
Alejandrenas,TX,us,26.7769444,-99.1400000
Aleknagik,AK,us,59.2730556,-158.6177778
Aleksashkina,AK,us,57.7800000,-152.3552778
Aleman,TX,us,31.6322222,-98.0419444
Alembic,MI,us,43.5975000,-84.6683333
Aleneva,AK,us,58.0600000,-152.9097222
Aleppo,PA,us,39.8238889,-80.4463889
Alesia Heights,MD,us,39.6847222,-76.8219444
Alewife Brook Landing,NY,us,41.0322222,-72.2400000
Alex,OK,us,34.9147222,-97.7783333
Alex Boggio Place,MT,us,45.3158333,-109.4369444
Alexander,GA,us,33.0219444,-81.8769444
Alexander,ND,us,47.8430556,-103.6422222
Alexander,OH,us,41.3563889,-81.5961111
Alexander,TX,us,32.0588889,-98.2058333
Alexander,WV,us,38.7827778,-80.2227778
Alexander Beach,WA,us,48.4752778,-122.6588889
Alexander City,AL,us,32.9438889,-85.9538889
Alexander Mills,NC,us,35.3105556,-81.8588889
Alexander Springs,FL,us,29.0800000,-81.5783333
Alexander Springs,PA,us,40.6283333,-77.6744444
Alexanders Mill,GA,us,34.9738889,-83.8819444
Alexandria,AL,us,33.7738889,-85.8855556
Alexandria,KY,us,38.9594444,-84.3880556
Alexandria,LA,us,31.3111111,-92.4450000
Alexandria,NE,us,40.2452778,-97.3888889
Alexandria,PA,us,40.5563889,-78.0980556
Alexandria,SD,us,43.6536111,-97.7825000
Alexandria Junction,LA,us,31.2908333,-92.4433333
Alexis,IL,us,41.0633333,-90.5558333
Alfalfa,OK,us,35.2188889,-98.6069444
Alfalfa,WA,us,46.3305556,-120.2377778
Alfalfa Center,NE,us,40.6922222,-99.1788889
Alford,FL,us,30.6936111,-85.3922222
Alford,MA,us,42.2355556,-73.4138889
Alfords,LA,us,30.5691667,-91.3188889
Alfordsville,NC,us,34.5800000,-79.3186111
Alfred,MI,us,46.0838889,-87.6325000
Alfred,NY,us,42.2541667,-77.7908333
Alfred Station,NY,us,42.2697222,-77.7594444
Alger,KY,us,37.3130556,-83.7316667
Alger,OH,us,40.7061111,-83.8438889
Algerine,CA,us,37.9111111,-120.3822222
Algers Mills,NJ,us,40.1652778,-74.0750000
Algiers,IN,us,38.4872222,-87.1750000
Algoma,ID,us,48.1969444,-116.5711111
Algoma,OR,us,42.3472222,-121.8144444
Algonquin,IL,us,42.1655556,-88.2941667
Algonquin Hills,VA,us,38.6863889,-77.4272222
Algonquin Park,VA,us,36.9086111,-76.2930556
Alhambra,KY,us,38.4902778,-83.9455556
Alhambra,LA,us,30.1763889,-91.1230556
Alhambra,MT,us,46.4513889,-111.9875000
Alhambra,VA,us,37.7866667,-79.0900000
Ali Ak Chin,AZ,us,31.8580556,-112.5400000
Ali Molina,AZ,us,31.9000000,-111.7736111
Aliamanu,HI,us,21.3547222,-157.9275000
Alice,CO,us,39.8183333,-105.6422222
Alice,LA,us,30.9197222,-91.2975000
Alice,MO,us,37.2983333,-92.1886111
Alice,NY,us,42.0208333,-77.6141667
Alice,ND,us,46.7619444,-97.5555556
Alice,OH,us,39.0211111,-82.3727778
Alice,TX,us,27.7519444,-98.0694444
Alice Acres,TX,us,27.7283333,-98.1144444
Alice B,LA,us,29.7761111,-91.7569444
Alicel,OR,us,45.4044444,-117.9788889
Aliceton,KY,us,37.5908333,-85.0300000
Aliceville,AL,us,33.1294444,-88.1513889
Aliceville,IL,us,41.5522222,-89.8794444
Alida,KS,us,39.0958333,-96.9400000
Alii Kai,HI,us,19.6155556,-155.9780556
Aline,OK,us,36.5097222,-98.4486111
Aliquippa,PA,us,40.6366667,-80.2402778
Alire,NM,us,36.4763889,-106.5802778
Aliso,CA,us,33.7269444,-117.8322222
Aliso Viejo,CA,us,33.6083333,-117.7444444
Alivio,NM,us,32.8366667,-107.0202778
Alix,AR,us,35.4247222,-93.7302778
Alkol,WV,us,38.1627778,-81.9250000
All Saints Village,MO,us,38.7605556,-90.6613889
Allagash,ME,us,47.0833333,-69.0416667
Allaire,NJ,us,40.1583333,-74.1258333
Allais,KY,us,37.2666667,-83.1822222
Allamuchy,NJ,us,40.9216667,-74.8105556
Allanton,FL,us,30.0313889,-85.4577778
Allapattah,FL,us,25.8141667,-80.2241667
Allardt,TN,us,36.3808333,-84.8844444
Allatoona Bay,GA,us,34.0486111,-84.7238889
Allatoona Pass,GA,us,34.1150000,-84.5994444
Allegheny,NC,us,35.9883333,-82.6675000
Allegheny Acres,PA,us,40.6152778,-79.8702778
Alleghenyville,PA,us,40.2341667,-75.9888889
Allegre,KY,us,36.9286111,-87.2172222
Allen,GA,us,33.9455556,-83.5438889
Allen,IL,us,40.3050000,-89.6494444
Allen,MD,us,38.2872222,-75.6883333
Allen,MN,us,47.5163889,-92.0986111
Allen,NE,us,42.4163889,-96.8450000
Allen,OK,us,34.8788889,-96.4122222
Allen,PA,us,40.1652778,-77.0847222
Allen,SC,us,33.9211111,-79.0408333
Allen,TN,us,35.4350000,-84.8522222
Allen,TX,us,33.1030556,-96.6702778
Allen Center,OH,us,40.2416667,-83.4780556
Allen Chapel,TX,us,31.3722222,-95.1502778
Allen Corners,NY,us,41.4705556,-73.7491667
Allen Grove,TN,us,35.8411111,-83.2175000
Allen Junction,PA,us,40.6319444,-75.3911111
Allen Junction,WV,us,37.5891667,-81.3508333
Allen Mills,MO,us,37.5044444,-90.6947222
Allen Park,MI,us,42.2575000,-83.2111111
Allendale,AR,us,34.8102778,-91.2663889
Allendale,CA,us,38.4447222,-121.9419444
Allendale,GA,us,33.9891667,-83.9838889
