City,Region,Country,Latitude,Longitude
Coxs Corner,MA,us,42.0805556,-70.8875000
Cozy Corner,VT,us,44.6236111,-73.1183333
Cozy Corners,ME,us,43.3438889,-70.5622222
Cozy Meadow Mobile Home Park,VT,us,42.8000000,-73.2205556
Craftsbury,VT,us,44.6366667,-72.3730556
Craigville,MA,us,41.6394444,-70.3355556
Craigville Beach,MA,us,41.6366667,-70.3458333
Crams Corner,ME,us,43.1266667,-70.8102778
Cranberry Bog Corner,MA,us,41.5625000,-70.9861111
Cranberry Isles,ME,us,44.2483333,-68.2608333
Cranberry Village,MA,us,41.8358333,-70.7269444
Cranbury,CT,us,41.1472222,-73.3955556
Crane Crossing,NH,us,42.8580556,-71.0780556
Crane Lake Camp,MA,us,42.3380556,-73.3791667
Cranes Corners,ME,us,44.5491667,-68.7419444
Cranes Station,MA,us,41.9519444,-71.1466667
Cranston,RI,us,41.7797222,-71.4377778
Crawford,ME,us,45.0527778,-67.5519444
Cream Hill,VT,us,43.9313889,-73.3402778
Creek Area,NH,us,43.0758333,-70.7755556
Crescent Beach,CT,us,41.3150000,-72.2025000
Crescent Beach,ME,us,44.0680556,-69.0691667
Crescent Beach,MA,us,41.6541667,-70.7872222
Crescent Lake,ME,us,43.9861111,-70.4775000
Crescent Lake,NH,us,43.2661111,-72.2561111
Crescent Mills,MA,us,42.2194444,-72.8605556
Crescent Park,CT,us,41.3102778,-72.2036111
Cricket Corner,NH,us,42.8419444,-71.5961111
Criehaven,ME,us,43.8338889,-68.8897222
Crocker Turn,ME,us,45.0119444,-68.4669444
Crockertown,ME,us,45.3950000,-68.2972222
Crockett Corner,ME,us,43.8666667,-70.2127778
Crockett Corner,NH,us,43.3991667,-71.9616667
Crocketts Corner,ME,us,43.6300000,-70.3122222
Crocketts Crossing,NH,us,43.2405556,-70.8488889
Crompton,RI,us,41.6847222,-71.5141667
Cromwell,CT,us,41.5950000,-72.6458333
Cromwell Hills,CT,us,41.6058333,-72.6844444
Crooks Corner,MA,us,42.0250000,-71.4908333
Cropley Turn,ME,us,45.6894444,-67.8908333
Cross Rock,ME,us,47.1111111,-68.9736111
Crossman Corner,ME,us,43.9813889,-70.0591667
Crouseville,ME,us,46.7550000,-68.0969444
Crow Point,MA,us,42.2616667,-70.8958333
Crowley Corner,CT,us,41.4772222,-72.3116667
Crowleys Corner,CT,us,41.8166667,-72.8677778
Crownridge Estates,MA,us,42.1883333,-71.3213889
Crows Nest,ME,us,44.3088889,-68.9633333
Croydon,NH,us,43.4505556,-72.1636111
Croydon Flat,NH,us,43.4150000,-72.1875000
Crystal,ME,us,45.9591667,-68.3608333
Crystal,NH,us,44.6188889,-71.3302778
Crystal Beach,VT,us,43.6594444,-73.1905556
Crystal Lake,CT,us,41.9316667,-72.3788889
Cumberland,RI,us,41.9666667,-71.4333333
Cumberland Center,ME,us,43.7963889,-70.2594444
Cumberland Center Station,ME,us,43.7758333,-70.2544444
Cumberland Foreside,ME,us,43.7700000,-70.1980556
Cumberland Hill,RI,us,41.9744444,-71.4675000
Cumberland Mills,ME,us,43.6813889,-70.3436111
Cummaquid,MA,us,41.7016667,-70.2736111
Cummings,ME,us,43.2397222,-70.8169444
Cummingsville,MA,us,42.4811111,-71.1750000
Cummington,MA,us,42.4616667,-72.8944444
Cundys Harbor,ME,us,43.7969444,-69.8936111
Curriers Mobile Home Park,NH,us,43.6486111,-72.1666667
Curtis Corner,ME,us,44.2661111,-70.0930556
Curtis Corner,NH,us,42.7425000,-72.3883333
Curtis Corner,RI,us,41.4538889,-71.5288889
Curtis Crossing,MA,us,42.1027778,-70.8236111
Curtisville,MA,us,42.0222222,-70.9180556
Curzon Mill,MA,us,42.8208333,-70.9375000
Cushing,ME,us,44.0191667,-69.2402778
Cushing,MA,us,42.8427778,-70.8194444
Cushing Briggs,ME,us,43.8308333,-70.1016667
Cushing Island,ME,us,43.6411111,-70.2083333
Cushman,MA,us,42.4138889,-72.5069444
Cushman,NH,us,44.4058333,-71.7230556
Cutler,ME,us,44.6575000,-67.2044444
Cutter Hill,NH,us,42.7486111,-71.9900000
Cuttingsville,VT,us,43.4883333,-72.8827778
Cutts Island,ME,us,43.0908333,-70.6655556
Cuttyhunk,MA,us,41.4208333,-70.9297222
Cyrs,ME,us,44.9497222,-69.4736111
Daaquam,ME,us,46.5983333,-70.0116667
Daigle,ME,us,47.1894444,-68.4613889
Daigle Mill,ME,us,47.2363889,-68.1247222
Daley Corner,MA,us,42.0666667,-71.0875000
Dallas,ME,us,44.9969444,-70.5563889
Dalton,MA,us,42.4736111,-73.1666667
Dalton,NH,us,44.4158333,-71.6952778
Damariscotta,ME,us,44.0327778,-69.5191667
Damariscotta Mills,ME,us,44.0619444,-69.5241667
Damascus,ME,us,44.8122222,-69.0811111
Damon Crossing,VT,us,44.5277778,-71.8188889
Damons Mills Westvale,MA,us,42.4527778,-71.4263889
Dana Center,MA,us,42.4222222,-72.2250000
Danbury,CT,us,41.3947222,-73.4544444
Danbury,NH,us,43.5255556,-71.8622222
Danby,VT,us,43.3461111,-72.9958333
Danby Four Corners,VT,us,43.3547222,-73.0472222
Dane Corner,ME,us,44.8155556,-69.9713889
Danforth,ME,us,45.6602778,-67.8688889
Daniels Mill,CT,us,41.1694444,-73.4733333
Danielson,CT,us,41.8025000,-71.8863889
Danvers,MA,us,42.5750000,-70.9305556
Danvers Center,MA,us,42.5722222,-70.9611111
Danversport,MA,us,42.5483333,-70.9208333
Danville,ME,us,44.0222222,-70.2661111
Danville,NH,us,42.9125000,-71.1250000
Danville,VT,us,44.4111111,-72.1397222
Danville Center,VT,us,44.4200000,-72.1208333
Danville Corner,ME,us,44.0361111,-70.2563889
Darien,CT,us,41.0786111,-73.4697222
Dark Harbor,ME,us,44.2605556,-68.9141667
Darlington,RI,us,41.8850000,-71.3636111
Davidsons Corner,CT,us,41.4286111,-72.9766667
Davis,NH,us,42.7555556,-71.8722222
Davis Corner,ME,us,44.1475000,-69.3747222
Davis Town,ME,us,45.0872222,-70.7861111
Davisville,MA,us,41.5513889,-70.5638889
Davisville,NH,us,42.8558333,-71.7883333
Davisville,RI,us,41.6133333,-71.4758333
Dawson,MA,us,42.3397222,-71.8513889
Days Ferry,ME,us,43.9488889,-69.8100000
Days Mill,ME,us,43.4577778,-70.6097222
Dayville,CT,us,41.8463889,-71.8880556
Dayville,MA,us,42.3027778,-72.9055556
Deaconwood,CT,us,41.5016667,-72.9222222
Deadmans Corner,ME,us,46.5288889,-68.0766667
Deadwater,ME,us,45.1372222,-69.8019444
Deblois,ME,us,44.7413889,-68.0152778
Decker Corner,ME,us,44.6933333,-69.5869444
Dedham,ME,us,44.6916667,-68.6625000
Dedham,MA,us,42.2416667,-71.1666667
Dedham Island,MA,us,42.2666667,-71.1777778
Deep Cut,ME,us,43.9102778,-70.0150000
Deep River,CT,us,41.3855556,-72.4361111
Deephaven,NH,us,43.7697222,-71.5391667
Deer Isle,ME,us,44.2238889,-68.6780556
Deerfield,MA,us,42.5444444,-72.6061111
Deerfield,NH,us,43.1461111,-71.2169444
Deerfield Center,NH,us,43.1325000,-71.2416667
Deerfield Parade,NH,us,43.1438889,-71.2344444
Deering,ME,us,43.6758333,-70.2988889
Deering,NH,us,43.0730556,-71.8450000
Deering Junction,ME,us,43.6869444,-70.2908333
Delano Park,ME,us,43.6161111,-70.2141667
Dell,MA,us,42.6708333,-72.8486111
Dempsey Landing,CT,us,41.7125000,-73.2275000
Denmark,ME,us,43.9702778,-70.8038889
Dennis,MA,us,41.7352778,-70.1944444
Dennis Port,MA,us,41.6583333,-70.1291667
Dennistown,ME,us,45.6769444,-70.2836111
Dennysville,ME,us,44.9036111,-67.2291667
Derby,CT,us,41.3205556,-73.0894444
Derby,ME,us,45.2363889,-68.9808333
Derby Center,VT,us,44.9477778,-72.1333333
Derby Line,VT,us,45.0050000,-72.0994444
Derby Wharf,MA,us,42.5194444,-70.8855556
Derry,NH,us,42.8805556,-71.3277778
Derry Village,NH,us,42.8916667,-71.3125000
Detroit,ME,us,44.7925000,-69.2972222
Devenscrest,MA,us,42.5500000,-71.5666667
Devon,CT,us,41.2022222,-73.1022222
Deweys Mills,VT,us,43.6413889,-72.4055556
Dexter,ME,us,45.0238889,-69.2902778
Dexter Corner,NH,us,43.3691667,-71.1588889
Diamond Hill,RI,us,41.9877778,-71.4125000
Dickey,ME,us,47.1094444,-69.0869444
Dickvale,ME,us,44.4855556,-70.4808333
Dighton,MA,us,41.8138889,-71.1208333
Dimond,NH,us,43.2455556,-71.7538889
Dingit Corner,NH,us,43.2966667,-71.6905556
Dingley Dell,MA,us,42.1188889,-72.2583333
Dirigo Corner,ME,us,44.4091667,-69.5211111
Dixfield,ME,us,44.5338889,-70.4563889
Dixfield Center,ME,us,44.5408333,-70.3827778
Dixie Corner,ME,us,44.9497222,-69.3230556
Dixmont,ME,us,44.6802778,-69.1633333
Dixmont Center,ME,us,44.6894444,-69.1208333
Dixon Corner,ME,us,44.7116667,-69.4938889
Dixville Notch,NH,us,44.8708333,-71.3063889
Doaneville,CT,us,41.5716667,-71.8755556
Dock Square,MA,us,42.3519444,-71.0577778
Dockham Shore,NH,us,43.5947222,-71.4194444
Dodge,MA,us,42.1619444,-71.9333333
Dodge Corner,ME,us,44.5444444,-68.9777778
Dodge Corner,MA,us,42.6000000,-72.8430556
Dodge Hollow,NH,us,43.2027778,-72.2180556
Dodge Tavern,NH,us,43.1038889,-72.3894444
Dodgeville,MA,us,41.9208333,-71.2972222
Dodgingtown,CT,us,41.3791667,-73.3566667
Dog Corner,ME,us,43.7636111,-70.4752778
Dog Corners,ME,us,44.7883333,-68.2008333
Dog Island Corner,ME,us,44.4013889,-69.0319444
Dog Town,ME,us,44.7230556,-67.3800000
Dogtown,ME,us,44.7986111,-69.3591667
Dogtown Commons,MA,us,42.6361111,-70.6652778
Dolby,ME,us,45.6333333,-68.6047222
Dole Junction,NH,us,42.7544444,-72.4694444
Doles Corner,MA,us,42.7263889,-70.9027778
Dolley Corner,ME,us,43.8338889,-70.4094444
Dolphin Cove,CT,us,41.0258333,-73.5497222
Dorchester,MA,us,42.2972222,-71.0750000
Dorchester,NH,us,43.7566667,-71.9491667
Dorchester Center,MA,us,42.2916667,-71.0722222
Dorchester Heights,MA,us,42.3333333,-71.0444444
Dorman,ME,us,44.6166667,-67.8516667
Dorothy Manor,MA,us,42.2166667,-71.7563889
Dorothy Pond,MA,us,42.2205556,-71.7602778
Dorrs Corner,NH,us,43.7525000,-71.1794444
Dorset,VT,us,43.2547222,-73.0991667
Dothan,VT,us,43.6972222,-72.3436111
Double A Landing,ME,us,44.9002778,-68.8030556
Double Beach,CT,us,41.2580556,-72.8325000
Doughty Landing,ME,us,43.6986111,-70.1516667
Douglas,MA,us,42.0541667,-71.7400000
Douglas Corner,MA,us,41.7752778,-70.7919444
Douglas Hill,ME,us,43.8797222,-70.6997222
Dover,ME,us,43.9230556,-69.6383333
Dover,MA,us,42.2458333,-71.2833333
Dover,NH,us,43.1977778,-70.8741667
Dover,VT,us,42.9436111,-72.8044444
Dover South Mills,ME,us,45.1102778,-69.1872222
Dover-Foxcroft,ME,us,45.1833333,-69.2275000
Dow Corner,ME,us,43.7200000,-70.5908333
Dow Pines,ME,us,44.9530556,-68.2838889
Dowdey Corner,VT,us,43.8913889,-72.6275000
Downers,VT,us,43.4002778,-72.5147222
Downingville,VT,us,44.1330556,-72.9827778
Downtown Crossing,MA,us,42.3544444,-71.0583333
Dows Corner,NH,us,42.9702778,-70.8986111
Dows Crossing,VT,us,44.5008333,-72.2872222
Dowsville,VT,us,44.2725000,-72.8247222
Dracut,MA,us,42.6702778,-71.3025000
Drake Corner,ME,us,44.2888889,-69.0986111
Drakes Island,ME,us,43.3255556,-70.5538889
Drakeville,CT,us,41.8550000,-73.1577778
Dresden Mills,ME,us,44.1072222,-69.7247222
Drewsville,NH,us,43.1280556,-72.3925000
Drinkwater Corner,ME,us,44.1108333,-70.0908333
Drumlin Farms,MA,us,42.0783333,-70.9041667
Drury,MA,us,42.6522222,-72.9980556
Drury,NH,us,42.8444444,-71.9650000
Drury Square,MA,us,42.2061111,-71.8361111
Dry Mills,ME,us,43.9191667,-70.3586111
Dryden,ME,us,44.5866667,-70.2102778
Dublin,NH,us,42.9075000,-72.0630556
Duck Island Roads,CT,us,41.2580556,-72.5100000
Ducks Head,NH,us,44.1408333,-71.1883333
Ducktrap,ME,us,44.2952778,-69.0083333
Duckville,MA,us,42.2166667,-72.3444444
Dudley,ME,us,46.1713889,-68.1602778
Dudley,MA,us,42.0450000,-71.9305556
Dudleyville,MA,us,42.4852778,-72.4463889
Dummer,NH,us,44.6105556,-71.2013889
Dummerston Center,VT,us,42.9366667,-72.5727778
Dunbarton Center,NH,us,43.1025000,-71.6169444
Duncan Knoll,MA,us,42.2055556,-72.5541667
Dundee,NH,us,44.1397222,-71.1322222
Dunegrass Golf Community,ME,us,43.5372222,-70.3969444
Dunham Corner,ME,us,45.2116667,-69.3013889
Dunkertown,ME,us,44.0452778,-70.5155556
Dunn Corner,RI,us,41.3513889,-71.7691667
Dunn Landing,RI,us,41.1813889,-71.6069444
Dunns,ME,us,43.8561111,-70.2152778
Dunns Corners,ME,us,44.4144444,-69.9180556
Dunstable,MA,us,42.6750000,-71.4833333
Dunvegan Woods,NH,us,42.9388889,-70.8050000
Durbin Corner,ME,us,45.0497222,-69.1869444
Durgintown,ME,us,43.8275000,-70.8247222
Durgy Hill Heights,VT,us,43.6108333,-73.0483333
Durham,CT,us,41.4816667,-72.6816667
Durham,NH,us,43.1338889,-70.9269444
Durham Center,CT,us,41.4747222,-72.6808333
Duxbury,MA,us,42.0416667,-70.6727778
Duxbury,VT,us,44.3269444,-72.7530556
Dwight,MA,us,42.3277778,-72.4500000
Dyer Brook,ME,us,46.0813889,-68.1838889
Dyer Corner,ME,us,43.8738889,-69.9480556
Dyer Cove,ME,us,43.8211111,-69.9211111
Dyerville,ME,us,45.6413889,-70.3069444
Dyerville,RI,us,41.8258333,-71.4586111
Eagle Lake,ME,us,47.0400000,-68.5900000
Eaglesville,MA,us,42.5500000,-72.2708333
Eagleville,CT,us,41.7866667,-72.2769444
Eagleville,RI,us,41.6577778,-71.1527778
Earley Landing,ME,us,45.3044444,-69.3513889
Earnest Corner,ME,us,45.0327778,-69.1352778
East Acton,MA,us,42.4750000,-71.4100000
East Acworth,NH,us,43.2205556,-72.2372222
East Albany,VT,us,44.7311111,-72.3166667
East Alburg,VT,us,44.9730556,-73.2300000
East Alstead,NH,us,43.1238889,-72.2794444
East Alton,NH,us,43.5180556,-71.2002778
East Andover,ME,us,44.6161111,-70.7152778
East Andover,NH,us,43.4594444,-71.7480556
East Arlington,MA,us,42.4041667,-71.1472222
East Arlington,VT,us,43.0602778,-73.1411111
East Auburn,ME,us,44.1427778,-70.2275000
East Baldwin Mattocks Station,ME,us,43.8030556,-70.6786111
East Bangor,ME,us,44.8527778,-68.8127778
East Barnard,VT,us,43.7458333,-72.5433333
East Barnet Inwood Station,VT,us,44.3266667,-72.0380556
East Barre,VT,us,44.1580556,-72.4508333
East Barrington,NH,us,43.2155556,-71.0072222
East Bear Island,NH,us,43.6430556,-71.3941667
East Benton,ME,us,44.5833333,-69.4722222
East Berkshire,VT,us,44.9352778,-72.7097222
East Berlin,CT,us,41.6183333,-72.7141667
East Berlin,MA,us,42.3897222,-71.6000000
East Bethel,ME,us,44.4669444,-70.7138889
East Bethel,VT,us,43.8733333,-72.5847222
East Billerica,MA,us,42.5813889,-71.2375000
East Blackstone,MA,us,42.0416667,-71.5125000
East Blue Hill,ME,us,44.4175000,-68.5230556
East Bolton,MA,us,42.4458333,-71.5625000
East Boothbay,ME,us,43.8650000,-69.5869444
East Boston,MA,us,42.3750000,-71.0397222
East Boxford,MA,us,42.6916667,-70.9805556
East Braintree,MA,us,42.2250000,-70.9750000
East Braintree,VT,us,43.9958333,-72.6519444
East Brewster,MA,us,41.7680556,-70.0602778
East Bridgeport,CT,us,41.1741667,-73.1808333
East Bridgewater,MA,us,42.0333333,-70.9597222
East Brighton,VT,us,44.7858333,-71.8075000
East Brimfield,MA,us,42.1111111,-72.1488889
East Bristol,CT,us,41.6663889,-72.9122222
East Brookfield,MA,us,42.2277778,-72.0472222
East Brookfield,VT,us,44.0275000,-72.5719444
East Brooklyn,CT,us,41.7966667,-71.8977778
East Brownfield,ME,us,43.9447222,-70.8888889
East Brownington,VT,us,44.8008333,-72.0861111
East Buckfield,ME,us,44.2941667,-70.3258333
East Bucksport,ME,us,44.6744444,-68.7025000
East Burke,VT,us,44.5891667,-71.9408333
East Cabot,VT,us,44.3897222,-72.2516667
East Calais,VT,us,44.3663889,-72.4302778
East Cambridge,MA,us,42.3666667,-71.0805556
East Canaan,CT,us,42.0133333,-73.2841667
East Candia,NH,us,43.0480556,-71.2491667
East Carver,MA,us,41.9272222,-70.7513889
East Charlemont,MA,us,42.6222222,-72.7902778
East Charleston,VT,us,44.8380556,-71.9900000
East Charlotte,VT,us,44.3197222,-73.1891667
East Chop,MA,us,41.4683333,-70.5694444
East Clarendon,VT,us,43.5247222,-72.9394444
East Concord,NH,us,43.2419444,-71.5386111
East Concord,VT,us,44.4247222,-71.7541667
East Conway,NH,us,44.0225000,-71.0058333
East Corinth,ME,us,45.0025000,-69.0241667
East Corinth,VT,us,44.0638889,-72.2227778
East Cornwall,CT,us,41.8091667,-73.3077778
East Craftsbury,VT,us,44.6425000,-72.3436111
East Dedham,MA,us,42.2500000,-71.1583333
East Deerfield,MA,us,42.5666667,-72.5658333
East Deering,ME,us,43.6819444,-70.2566667
East Deering,NH,us,43.0738889,-71.8136111
East Denmark,ME,us,43.9913889,-70.7741667
East Dennis,MA,us,41.7425000,-70.1625000
East Derby,CT,us,41.3138889,-73.0780556
East Derry,NH,us,42.8944444,-71.2916667
East Dixfield,ME,us,44.5733333,-70.3041667
East Dixmont,ME,us,44.6705556,-69.0705556
East Dorset,VT,us,43.2397222,-73.0097222
East Douglas,MA,us,42.0722222,-71.7138889
East Douglas Station,MA,us,42.0611111,-71.7105556
East Dover,ME,us,45.1866667,-69.1705556
East Dover,VT,us,42.9511111,-72.7694444
East Dummerston,VT,us,42.9322222,-72.5536111
East Eddington,ME,us,44.7919444,-68.5833333
East Edgecomb,ME,us,43.9438889,-69.6002778
East Eliot,ME,us,43.1505556,-70.7627778
East End,ME,us,43.6650000,-70.2480556
East Enosburg,VT,us,44.8630556,-72.7366667
East Exeter,ME,us,44.9608333,-69.1019444
East Fairfield,VT,us,44.7844444,-72.8588889
East Fairhaven,MA,us,41.6486111,-70.8616667
East Falmouth,MA,us,41.5783333,-70.5591667
East Farmington Heights,CT,us,41.7316667,-72.7766667
East Farms,CT,us,41.5461111,-72.9830556
East Farms,MA,us,42.1861111,-72.7486111
East Fletcher,VT,us,44.7130556,-72.8383333
East Forest Park,MA,us,42.0972222,-72.5375000
East Foxboro,MA,us,42.0611111,-71.2013889
East Franklin,ME,us,44.5680556,-68.1952778
East Franklin,VT,us,44.9961111,-72.8325000
East Freedom,NH,us,43.7930556,-70.9927778
East Freetown,MA,us,41.7750000,-70.9583333
East Friendship,ME,us,44.0086111,-69.2969444
East Fryeburg,ME,us,44.0436111,-70.8738889
East Gardner,MA,us,42.5777778,-71.9527778
East Georgia,VT,us,44.6800000,-73.0836111
East Glastonbury,CT,us,41.6941667,-72.5341667
East Gloucester,MA,us,42.6111111,-70.6486111
East Grafton,NH,us,43.5686111,-71.9280556
East Granby,CT,us,41.9411111,-72.7277778
East Grantham,NH,us,43.4866667,-72.1183333
East Granville,VT,us,44.0169444,-72.7600000
East Gray,ME,us,43.8888889,-70.2941667
East Greenfield,MA,us,42.5750000,-72.5819444
East Greensboro,VT,us,44.5713889,-72.2511111
East Greenwich,RI,us,41.6602778,-71.4563889
East Groton,MA,us,42.6416667,-71.5000000
East Haddam,CT,us,41.4530556,-72.4616667
East Hadley,MA,us,42.3286111,-72.5600000
East Hampden,ME,us,44.7705556,-68.7955556
East Hampstead,NH,us,42.8911111,-71.1436111
East Hampton,CT,us,41.5758333,-72.5030556
East Hardwick,VT,us,44.5216667,-72.3091667
East Harpswell,ME,us,43.8336111,-69.8988889
East Hartford,CT,us,41.7822222,-72.6125000
East Hartford Gardens,CT,us,41.7352778,-72.6133333
East Hartland,CT,us,41.9988889,-72.9058333
East Harwich,MA,us,41.7000000,-70.0277778
East Haven,CT,us,41.2761111,-72.8688889
East Haven,VT,us,44.6641667,-71.8888889
East Haverhill,NH,us,44.0266667,-71.9716667
East Hebron,ME,us,44.2244444,-70.3188889
East Hebron,NH,us,43.6933333,-71.7700000
East Highgate,VT,us,44.9272222,-72.9883333
East Hiram,ME,us,43.8811111,-70.7916667
East Hodgdon,ME,us,46.0913889,-67.8088889
East Holden,ME,us,44.7375000,-68.6336111
East Holderness,NH,us,43.7166667,-71.5313889
East Holliston,MA,us,42.2125000,-71.4208333
East Hubbardton,VT,us,43.6930556,-73.1386111
East Jamaica,VT,us,43.0738889,-72.7352778
East Johnson,VT,us,44.6400000,-72.6619444
East Junction,MA,us,41.9083333,-71.3083333
East Kansas,VT,us,43.0577778,-73.1188889
East Kent,CT,us,41.7344444,-73.4041667
East Killingly,CT,us,41.8491667,-71.8191667
East Kingston,NH,us,42.9255556,-71.0172222
East Knox,ME,us,44.5066667,-69.2127778
East Lamoine,ME,us,44.4647222,-68.3169444
East Lebanon,ME,us,43.4125000,-70.8677778
East Lee,MA,us,42.2972222,-73.2250000
East Lempster,NH,us,43.2250000,-72.1788889
East Leverett,MA,us,42.4397222,-72.4805556
East Lexington,MA,us,42.4272222,-71.2041667
East Limington,ME,us,43.7338889,-70.6583333
East Litchfield,CT,us,41.7619444,-73.1188889
East Littleton,MA,us,42.5600000,-71.4541667
East Livermore,ME,us,44.4130556,-70.1444444
East Longmeadow,MA,us,42.0644444,-72.5130556
East Lowell,ME,us,45.2050000,-68.4536111
East Lyndon,ME,us,46.8325000,-67.9397222
East Lyndon,VT,us,44.5197222,-71.9583333
East Lynn,MA,us,42.4694444,-70.9277778
East Machias,ME,us,44.7391667,-67.3905556
East Madison,ME,us,44.8494444,-69.7569444
East Madison,NH,us,43.8605556,-71.0886111
East Madrid,ME,us,44.9105556,-70.3847222
East Mansfield,MA,us,42.0230556,-71.1777778
East Marion,MA,us,41.7125000,-70.7458333
East Mercer,ME,us,44.6805556,-69.8916667
East Meriden,CT,us,41.5297222,-72.7619444
East Merrimack,NH,us,42.8680556,-71.4838889
East Middlebury,VT,us,43.9733333,-73.1066667
East Milford,NH,us,42.8233333,-71.6261111
East Millbury,MA,us,42.2277778,-71.7458333
East Millinocket,ME,us,45.6275000,-68.5750000
East Milton,ME,us,44.4544444,-70.5994444
East Milton,MA,us,42.2583333,-71.0430556
East Monkton,VT,us,44.2088889,-73.1150000
East Monmouth,ME,us,44.2427778,-69.9788889
East Montpelier,VT,us,44.2711111,-72.4875000
East Montpelier Center,VT,us,44.2836111,-72.5258333
East Morris,CT,us,41.6883333,-73.1805556
East Mountain,CT,us,41.5300000,-73.0138889
East Natick,MA,us,42.3075000,-71.3358333
East Natick,RI,us,41.7186111,-71.4825000
East New London,CT,us,41.3663889,-72.0997222
East New Portland,ME,us,44.9016667,-70.0238889
East Newport,ME,us,44.8208333,-69.2230556
East Northfield,MA,us,42.6930556,-72.4388889
East Northfield Station,MA,us,42.7250000,-72.4611111
East Northport,ME,us,44.3819444,-68.9805556
East Norton,MA,us,41.9750000,-71.1708333
East Norwalk,CT,us,41.1055556,-73.3988889
East Orange,VT,us,44.0947222,-72.3419444
East Orland,ME,us,44.5666667,-68.6802778
East Orleans,MA,us,41.7850000,-69.9708333
East Orrington,ME,us,44.7355556,-68.7680556
East Otis,MA,us,42.1733333,-73.0350000
East Otisfield,ME,us,44.0944444,-70.5261111
East Palermo,ME,us,44.3702778,-69.3922222
East Parish,MA,us,42.6638889,-71.0166667
East Parsonsfield,ME,us,43.7333333,-70.8438889
East Peacham,VT,us,44.3380556,-72.1577778
East Pembroke,MA,us,42.0791667,-70.7625000
East Pepperell,MA,us,42.6652778,-71.5736111
East Peru,ME,us,44.4883333,-70.3794444
East Pittsford,VT,us,43.6711111,-72.9433333
East Pittston,ME,us,44.1741667,-69.6736111
East Plainfield,NH,us,43.5763889,-72.2261111
East Plymouth,CT,us,41.6930556,-72.9986111
East Poland,ME,us,44.0705556,-70.3286111
East Poultney,VT,us,43.5263889,-73.2050000
East Princeton,MA,us,42.4727778,-71.8394444
East Providence,RI,us,41.8136111,-71.3705556
East Providence Center,RI,us,41.8344444,-71.3483333
East Putnam,CT,us,41.9136111,-71.8172222
East Putney,VT,us,42.9938889,-72.4838889
East Randolph,VT,us,43.9400000,-72.5555556
East Raymond,ME,us,43.9341667,-70.4433333
East Renfrew,MA,us,42.6366667,-73.1027778
East Richford,VT,us,45.0111111,-72.5863889
East Rindge,NH,us,42.7375000,-71.9663889
East River,CT,us,41.2852778,-72.6388889
East Rochester,NH,us,43.3330556,-70.9419444
East Roxbury,VT,us,44.0797222,-72.6522222
East Rupert,VT,us,43.2730556,-73.1255556
East Ryegate,VT,us,44.2050000,-72.0616667
East Saint Johnsbury,VT,us,44.4386111,-71.9461111
East Sandwich,MA,us,41.7416667,-70.4522222
East Sandwich,NH,us,43.8097222,-71.3541667
East Sangerville,ME,us,45.1525000,-69.2919444
East Sebago,ME,us,43.8552778,-70.6400000
East Sharon,MA,us,42.1350000,-71.1616667
East Sheffield,MA,us,42.0477778,-73.3013889
East Shelburne,MA,us,42.6352778,-72.6672222
East Sheldon,VT,us,44.8988889,-72.8744444
East Shoreham,VT,us,43.8602778,-73.2533333
East Somerville,MA,us,42.3855556,-71.0861111
East Springfield,MA,us,42.1416667,-72.5625000
East Springfield,NH,us,43.4863889,-71.9788889
East Steuben,ME,us,44.5027778,-67.9261111
East Stoneham,ME,us,44.2502778,-70.8130556
East Sudbury Station,MA,us,42.3602778,-71.4022222
East Sullivan,ME,us,44.5036111,-68.1527778
East Sullivan,NH,us,42.9938889,-72.1961111
East Sumner,ME,us,44.3566667,-70.3769444
East Surry,ME,us,44.4969444,-68.4438889
East Sutton,MA,us,42.1625000,-71.7022222
East Sutton,NH,us,43.3011111,-71.8561111
East Swanzey,NH,us,42.8513889,-72.2588889
East Sweden,ME,us,44.1444444,-70.7811111
East Taunton,MA,us,41.8833333,-71.0291667
East Templeton,MA,us,42.5630556,-72.0375000
East Thetford,VT,us,43.8116667,-72.1891667
East Thompson,CT,us,42.0088889,-71.8091667
East Thorndike,ME,us,44.5916667,-69.2016667
East Tilton,NH,us,43.4797222,-71.5408333
East Topsham,VT,us,44.1211111,-72.2333333
East Troy,ME,us,44.6705556,-69.2061111
East Union,ME,us,44.2130556,-69.2236111
East Unity,NH,us,43.2977778,-72.1963889
East Vassalboro,ME,us,44.4477778,-69.6063889
East Village,CT,us,41.3583333,-73.1869444
East Village,MA,us,42.3772222,-72.4980556
East Wakefield,NH,us,43.6141667,-71.0055556
East Wales,ME,us,44.1575000,-70.0411111
East Wallingford,CT,us,41.4436111,-72.7894444
East Wallingford,VT,us,43.4494444,-72.8763889
East Walpole,MA,us,42.1619444,-71.2111111
East Wareham,MA,us,41.7580556,-70.6741667
East Warren,ME,us,44.1322222,-69.2008333
East Warren,RI,us,41.7305556,-71.2605556
East Warren,VT,us,44.1094444,-72.8202778
East Washington,NH,us,43.1911111,-72.0188889
East Waterboro,ME,us,43.5713889,-70.6794444
East Waterford,ME,us,44.2116667,-70.6825000
East Watertown,MA,us,42.3694444,-71.1625000
East Wells,VT,us,43.4216667,-73.1416667
East Westmoreland,NH,us,42.9902778,-72.3908333
East Weymouth,MA,us,42.2138889,-70.9208333
